Student_ID,Student_name,Age,Gender,Grade,School,SocialCategory,Area,Attendance_percentage,SocialEconomic status,distance_to_school,previous_year_result,scholarship_status,dropout_score,dropout,DropoutReason
S0353,Sonal Singh,15,male,9,private unaided,OBC,urban,80,Medium,0.44,pass,no,18.36486422,yes,Child Labour
S0569,Maya Singh,14,male,8,government,OBC,urban,84.4,Low,2.27,fail,no,26.02758323,yes,Early Marriage
S1992,Aarav Joseph,16,female,10,private unaided,OBC,urban,65.3,Medium,0.66,pass,no,11.30366046,no,
S0167,Ishaan Das,16,female,10,private aided,OBC,urban,75.8,Low,4.23,pass,no,18.77916303,yes,Financial Issues
S1723,Siddharth Singh,15,female,9,private aided,OBC,urban,58.5,Low,0.17,fail,yes,24.0110209,yes,Migration
S1800,Divya Naik,15,male,9,government,general,urban,67.6,Low,0.84,pass,yes,16.8785192,no,
S0358,Ishaan Gupta,15,male,9,government,SC,urban,61.5,Low,1.42,pass,no,16.33906808,no,
S1587,Arjun Iyer,16,female,10,private unaided,SC,urban,74,High,0.55,pass,no,11.43179865,no,
S1596,Aarav Joseph,15,male,9,private aided,OBC,rural,85.1,Medium,2.69,pass,no,15.11515563,no,
S1735,Aarav Naik,16,male,10,private aided,OBC,rural,77.4,High,4.53,fail,no,20.35768753,yes,Financial Issues
S1079,Siddharth Patel,14,female,8,private aided,OBC,urban,73.9,Medium,0.26,fail,no,21.87876531,yes,Financial Issues
S0032,Arjun Das,14,male,8,government,ST,urban,70.4,High,6.5,pass,yes,11.06298475,no,
S1928,Aditya Joseph,14,male,8,private unaided,SC,urban,68.6,Medium,0.07,fail,yes,22.4932261,yes,Health Issues
S0174,Manish Naik,15,male,9,private aided,ST,urban,67.5,High,0.58,pass,no,13.93754291,no,
S0104,Kavya Joseph,15,female,9,private aided,OBC,urban,66,High,0.42,pass,yes,8.929044683,no,
S1823,Sonal Singh,14,male,8,government,OBC,rural,87.1,Low,13.44,fail,no,35.35799063,yes,Early Marriage
S1586,Maya Iyer,14,male,8,government,ST,urban,63,Medium,1,pass,no,10.23192145,no,
S1684,Neha Gupta,14,female,8,private unaided,SC,rural,77.4,Medium,3.34,pass,no,16.95915301,no,
S0238,Sneha Iyer,16,male,10,private unaided,OBC,urban,89.9,Low,0.48,pass,no,15.11317236,no,
S0512,Neha Das,15,female,9,government,OBC,rural,68.6,Low,1.71,fail,yes,24.61023945,yes,Financial Issues
S0673,Pooja Gupta,15,male,9,private aided,SC,rural,58.3,Medium,3.47,pass,no,19.90963568,yes,Financial Issues
S0920,Vikram Kumar,15,male,9,private unaided,SC,urban,65.4,Low,0.6,pass,no,18.0984407,no,
S1547,Aditya Singh,14,male,8,private aided,OBC,urban,71,Low,0.03,pass,no,15.42553798,no,
S0926,Vikram Iyer,16,female,10,private unaided,general,urban,74.1,Medium,1.03,pass,no,15.1757831,no,
S1869,Pooja Iyer,16,male,10,private unaided,OBC,rural,74.4,Low,3.52,pass,no,19.0139502,yes,Financial Issues
S0734,Pooja Naik,14,male,8,government,OBC,rural,71.3,Low,7,pass,yes,17.72137716,no,
S0406,Sneha Kumar,15,female,9,government,general,rural,71.3,High,0.36,pass,no,11.43883234,no,
S0334,Aditya Reddy,16,female,10,private unaided,general,urban,62.9,Low,0.54,pass,no,14.44975205,no,
S1605,Manish Joseph,16,male,10,private aided,ST,urban,78.5,Medium,0.7,pass,no,10.90170837,no,
S1045,Sonal Joseph,16,female,10,private unaided,OBC,urban,73.8,Medium,1.52,pass,no,16.00556015,no,
S1668,Siddharth Joseph,14,male,8,government,general,rural,39.1,Low,2.55,fail,no,46.98690073,yes,Financial Issues
S1667,Ananya Singh,14,female,8,private aided,general,rural,76,Medium,1.13,pass,no,13.79755008,no,
S1261,Divya Reddy,16,male,10,government,general,urban,83.9,High,7.5,pass,no,14.16469123,no,
S0681,Siddharth Patel,14,male,8,private unaided,general,rural,63.1,High,6.5,fail,no,19.52393139,yes,Household Work
S1396,Siddharth Iyer,14,male,8,government,SC,urban,60.1,Medium,2.01,fail,no,22.02500529,yes,Lack of Interest
S1283,Ananya Gupta,15,female,9,private unaided,ST,rural,43.7,Medium,6.66,fail,no,46.26900777,yes,Lack of Interest
S0421,Aditya Singh,14,female,8,private unaided,OBC,rural,77.1,Medium,16.64,pass,no,24.0453379,yes,Lack of Interest
S1286,Manish Gupta,16,male,10,private aided,OBC,urban,62.1,Low,1.59,pass,no,13.29664172,no,
S0183,Rahul Iyer,15,female,9,private unaided,SC,rural,81.6,Medium,7.82,pass,no,18.42630323,yes,Early Marriage
S1223,Sneha Iyer,14,female,8,government,SC,rural,90.4,Low,3.45,fail,yes,23.97153433,yes,Household Work
S0431,Priya Iyer,15,female,9,government,ST,urban,52.9,Medium,1.1,fail,yes,32.31576403,yes,Lack of Interest
S1401,Vikram Naik,15,female,9,government,OBC,urban,78.6,Low,2.32,pass,no,18.4957108,yes,Household Work
S1139,Aarav Naik,16,male,10,private unaided,OBC,urban,52.3,High,0.12,pass,no,23.66461249,yes,Financial Issues
S0908,Aditya Patel,16,female,10,government,general,urban,75.7,Medium,1.92,pass,no,15.70072428,no,
S1184,Manish Iyer,15,female,9,government,OBC,urban,60.4,Medium,0.08,pass,no,14.56601619,no,
S0511,Ananya Patel,14,male,8,private unaided,OBC,urban,100,Medium,2.61,pass,no,12.93260667,no,
S0073,Karan Kumar,14,male,8,private unaided,general,urban,88.7,Medium,0.41,pass,no,10.12735391,no,
S0736,Kavya Joseph,14,male,8,private unaided,SC,rural,86.5,Low,1.44,pass,yes,16.02521247,no,
S0024,Aditya Das,14,male,8,private aided,OBC,rural,77.4,Medium,5.97,pass,no,13.05543455,no,
S0110,Divya Joseph,14,female,8,government,OBC,urban,64.7,High,0.04,pass,no,11.79875642,no,
S0479,Pooja Sharma,14,male,8,government,general,rural,70,Medium,1.75,pass,no,8.097692527,no,
S0279,Karan Singh,16,female,10,government,general,urban,56.8,Medium,0.93,pass,no,17.3201753,no,
S0874,Anjali Iyer,15,male,9,private aided,OBC,urban,63.5,Low,0.73,pass,no,14.19935193,no,
S1694,Karan Das,14,male,8,private unaided,SC,urban,73.1,Medium,6.16,fail,no,22.12842601,yes,Child Labour
S1132,Divya Singh,16,female,10,government,general,rural,84.1,Low,5.81,pass,no,17.06673787,no,
S0472,Siddharth Sharma,15,female,9,private aided,ST,urban,85.7,Medium,0.04,pass,yes,12.63752494,no,
S1428,Neha Das,15,male,9,private unaided,ST,rural,71.2,Medium,7.28,pass,no,20.19215955,yes,Other
S1243,Aditya Kumar,14,male,8,private aided,OBC,urban,55.8,Medium,0.86,pass,no,17.87836958,no,
S0748,Sneha Sharma,14,female,8,private aided,general,rural,65.9,High,4.75,pass,yes,8.468765192,no,
S0668,Siddharth Das,15,female,9,private unaided,ST,rural,59.1,Medium,0.3,pass,no,17.59954875,no,
S0836,Maya Joseph,15,male,9,government,ST,rural,100,High,3.33,pass,no,14.41859887,no,
S1324,Maya Patel,15,male,9,private aided,ST,rural,85.2,Low,0.1,pass,yes,14.97443338,no,
S1176,Aarav Sharma,16,male,10,private unaided,OBC,urban,89.8,Medium,2.15,fail,no,23.97868814,yes,Lack of Interest
S1584,Sonal Kumar,14,male,8,private unaided,ST,urban,78.6,Medium,1.06,pass,no,14.64388239,no,
S1161,Sneha Singh,14,male,8,private aided,OBC,urban,65.1,Low,0,pass,no,13.51255684,no,
S1187,Manish Reddy,16,male,10,private aided,OBC,rural,82.5,Medium,2.56,pass,no,13.62374236,no,
S1032,Divya Patel,16,male,10,government,SC,urban,56.8,Low,0.79,fail,yes,28.95022589,yes,Migration
S1447,Pooja Reddy,15,female,9,government,OBC,urban,43.4,Medium,3.07,pass,no,35.36448064,yes,Child Labour
S1839,Vikram Kumar,16,female,10,private unaided,OBC,rural,83,Low,1.68,fail,no,25.86371716,yes,Lack of Interest
S0035,Sneha Gupta,16,male,10,private unaided,SC,urban,87.4,Low,2.21,pass,no,18.65516801,yes,Financial Issues
S1807,Arjun Gupta,14,female,8,private unaided,OBC,urban,85.8,Low,0.59,pass,no,16.21147757,no,
S0414,Pooja Patel,14,female,8,private unaided,OBC,urban,95.4,Medium,4.45,pass,no,12.84070142,no,
S0122,Aditya Naik,15,male,9,private aided,ST,urban,76.8,Low,6.92,fail,no,27.9477482,yes,Early Marriage
S0834,Ananya Singh,14,male,8,private aided,OBC,rural,75.3,Low,3.13,pass,no,11.76265742,no,
S1642,Aarav Joseph,15,male,9,private aided,OBC,urban,61.4,High,0.75,pass,yes,11.84269095,no,
S0092,Arjun Joseph,16,male,10,private aided,OBC,urban,78.6,Medium,2.27,pass,no,10.7839071,no,
S1378,Pooja Reddy,15,male,9,government,general,urban,71,Low,1.67,pass,no,10.6694923,no,
S0761,Divya Iyer,16,female,10,private aided,OBC,urban,60.5,Medium,1.45,pass,no,12.30138305,no,
S0368,Sonal Reddy,15,male,9,private unaided,SC,rural,88.1,High,2.04,pass,no,14.52246949,no,
S1747,Maya Das,15,male,9,government,SC,rural,87.5,Low,11.73,pass,no,21.07066326,yes,Early Marriage
S0979,Ananya Kumar,16,male,10,private aided,general,urban,68.6,Medium,2.02,pass,no,12.06366318,no,
S1009,Anjali Patel,15,male,9,government,SC,urban,75.9,High,0.17,pass,no,10.15933468,no,
S0313,Arjun Kumar,16,female,10,private unaided,OBC,urban,82.7,Medium,0.25,pass,no,15.03904934,no,
S0766,Anjali Sharma,15,male,9,private unaided,OBC,urban,71,Medium,0.41,pass,yes,15.02289482,no,
S1054,Neha Naik,14,male,8,private unaided,general,urban,62.7,Medium,1.96,pass,no,13.70450907,no,
S1610,Rahul Iyer,15,female,9,private unaided,general,urban,68.5,High,0.5,pass,no,13.38205056,no,
S1757,Pooja Das,16,female,10,private aided,OBC,rural,79.7,Medium,0.35,pass,no,11.31517997,no,
S1137,Sneha Naik,14,female,8,private unaided,OBC,urban,65.5,Low,2.48,pass,no,17.27256995,no,
S0274,Anjali Das,14,male,8,private unaided,SC,rural,77.6,Low,10.15,pass,no,21.01512059,yes,Lack of Interest
S0542,Aditya Gupta,15,male,9,private unaided,general,rural,48.6,Medium,6.34,pass,no,28.47008952,yes,Household Work
S1982,Karan Sharma,16,female,10,private unaided,ST,urban,45.1,High,0.22,pass,no,35.263801,yes,Early Marriage
S1424,Ananya Singh,16,male,10,private aided,OBC,rural,78.9,Medium,2.82,pass,no,12.97364917,no,
S0588,Vikram Naik,15,male,9,government,general,urban,82.6,Low,2.53,pass,no,18.84471946,yes,Child Labour
S0949,Arjun Naik,14,male,8,private aided,SC,urban,77,Low,1.86,pass,yes,10.49882322,no,
S1847,Neha Joseph,16,female,10,private unaided,OBC,rural,89,Low,12.65,fail,no,29.86446952,yes,Child Labour
S0608,Aditya Gupta,15,female,9,private unaided,OBC,urban,74.5,Medium,0.82,pass,no,17.50165407,no,
S0499,Sonal Reddy,16,male,10,private unaided,OBC,urban,93.6,High,0.14,fail,yes,22.45454325,yes,Child Labour
S0210,Siddharth Sharma,15,female,9,private unaided,general,rural,73.1,Medium,2.71,pass,no,16.92255983,no,
S0655,Aditya Patel,15,male,9,private unaided,OBC,urban,74.2,Low,3.07,pass,no,17.57829627,no,
S1173,Neha Das,15,male,9,government,OBC,rural,45.7,Low,4.01,fail,no,44.23720168,yes,Household Work
S1472,Sonal Naik,15,female,9,private unaided,SC,urban,77.5,Low,2.44,pass,no,16.244976,no,
S1011,Rahul Singh,16,male,10,private unaided,general,urban,100,High,4.51,pass,yes,14.93971862,no,
S0407,Divya Patel,14,male,8,private unaided,OBC,rural,78.9,Medium,2.19,fail,no,21.60073652,yes,Household Work
S0516,Vikram Sharma,15,male,9,government,OBC,rural,88.3,Low,8.08,fail,yes,31.20597154,yes,Other
S0284,Ishaan Iyer,16,male,10,government,general,rural,63.5,Medium,1.11,pass,no,11.07553527,no,
S1677,Sonal Das,15,female,9,government,OBC,rural,79.2,High,3.03,fail,no,27.08321702,yes,Child Labour
S0779,Sonal Singh,16,male,10,private aided,SC,rural,68.4,High,3.07,fail,no,21.4014666,yes,Household Work
S0861,Maya Patel,16,female,10,private unaided,OBC,rural,87.3,Medium,1.26,pass,no,14.80691926,no,
S0079,Sneha Gupta,15,female,9,private unaided,OBC,rural,56.4,Low,4.14,pass,no,23.78206003,yes,Lack of Interest
S0510,Sneha Naik,15,female,9,private aided,OBC,urban,77.7,Medium,1.03,fail,no,24.30504201,yes,Financial Issues
S1937,Priya Gupta,16,male,10,private aided,OBC,rural,59.5,Medium,0.25,pass,no,10.97795013,no,
S0982,Arjun Gupta,16,male,10,private aided,OBC,urban,69.8,Low,3.62,pass,no,14.54682492,no,
S1340,Kavya Singh,15,female,9,private unaided,general,urban,76.7,Low,0.51,pass,no,16.30795723,no,
S0025,Sneha Patel,15,female,9,private aided,general,rural,83.9,Low,0.37,pass,no,12.24124874,no,
S1260,Karan Gupta,16,male,10,private aided,OBC,rural,72,Low,1.36,pass,no,12.25810317,no,
S1481,Arjun Sharma,14,male,8,private aided,general,urban,82.2,Medium,1.19,pass,yes,11.69546848,no,
S1682,Kavya Sharma,14,female,8,private aided,general,rural,76.3,Low,5.28,pass,yes,18.85445208,yes,Child Labour
S1070,Aditya Singh,16,male,10,government,ST,urban,91.7,Low,0.11,fail,no,23.85959235,yes,Financial Issues
S0402,Ananya Kumar,15,male,9,private aided,SC,rural,70.5,Low,7.74,pass,no,17.47122951,no,
S0762,Aarav Joseph,16,female,10,government,general,urban,82.2,High,1.58,pass,no,12.60984902,no,
S0867,Rahul Kumar,15,male,9,private unaided,general,urban,61.3,Low,0.6,pass,no,18.74940222,yes,Other
S0370,Pooja Das,15,female,9,private aided,general,urban,69.9,Medium,0.01,pass,yes,9.032865282,no,
S0935,Aarav Gupta,16,female,10,private unaided,OBC,urban,67.3,Medium,2.92,pass,no,17.76429344,no,
S1664,Rahul Joseph,15,female,9,government,OBC,urban,72.7,Medium,0.15,pass,no,13.52598268,no,
S1637,Priya Das,15,female,9,private unaided,OBC,rural,74.5,Medium,1.08,pass,no,14.82718024,no,
S0985,Pooja Singh,14,male,8,private aided,SC,urban,63.8,Low,2.65,pass,no,13.7022675,no,
S1731,Karan Das,15,male,9,private aided,ST,urban,56.8,Medium,1.05,fail,no,29.35757528,yes,Financial Issues
S1074,Sneha Patel,15,female,9,private unaided,OBC,urban,67.9,High,0.91,pass,yes,13.9300622,no,
S0029,Manish Sharma,15,female,9,government,general,rural,69.5,Low,1.32,fail,no,27.682735,yes,Lack of Interest
S0531,Manish Kumar,14,male,8,private unaided,SC,urban,82.3,Low,0.16,pass,no,17.268335,no,
S1459,Maya Joseph,16,male,10,government,general,urban,78.4,Low,2.71,fail,no,22.89356731,yes,Early Marriage
S0419,Aditya Patel,15,male,9,government,ST,urban,78.7,Medium,1.51,pass,no,14.65112323,no,
S0332,Rahul Singh,15,male,9,private unaided,ST,rural,71.1,Low,6.78,pass,no,21.19058182,yes,Lack of Interest
S1190,Karan Kumar,15,male,9,private aided,OBC,urban,62.1,Medium,0.52,pass,no,14.59154578,no,
S0455,Arjun Iyer,14,female,8,private unaided,SC,urban,85,Low,0.43,pass,no,14.43145232,no,
S0114,Siddharth Gupta,16,female,10,private unaided,general,urban,83.6,Medium,3.95,pass,no,16.00084412,no,
S0175,Riya Singh,15,female,9,private unaided,OBC,urban,67.9,High,0.19,pass,no,12.56460494,no,
S1372,Maya Gupta,15,male,9,private unaided,OBC,rural,79.1,Low,3.54,fail,no,26.97153178,yes,Financial Issues
S1945,Kavya Iyer,14,male,8,government,OBC,urban,39.8,Medium,0.72,pass,no,32.03323506,yes,Lack of Interest
S1123,Priya Gupta,15,male,9,private unaided,general,urban,65.7,Low,0.53,fail,no,26.35353806,yes,Early Marriage
S0115,Vikram Das,14,female,8,private unaided,OBC,urban,80.7,High,4.97,fail,no,24.44770693,yes,Other
S1802,Sneha Joseph,16,female,10,private aided,SC,urban,52.4,High,0.34,fail,no,30.36382111,yes,Other
S1464,Kavya Iyer,16,female,10,private unaided,general,urban,72.6,Medium,3.21,pass,no,18.46035582,yes,Lack of Interest
S0351,Vikram Reddy,16,female,10,private aided,OBC,rural,84.1,Low,5.09,fail,no,28.93355758,yes,Financial Issues
S1936,Anjali Naik,14,female,8,government,OBC,urban,85.7,High,1.47,pass,no,11.26308624,no,
S1790,Ishaan Joseph,14,male,8,private aided,OBC,urban,66,Low,0.41,pass,no,12.47332401,no,
S1818,Vikram Gupta,16,male,10,private unaided,OBC,urban,90,Low,3.96,fail,yes,24.77482577,yes,Other
S1508,Aarav Naik,16,male,10,private unaided,OBC,urban,60.2,Medium,2.26,fail,no,26.09982359,yes,Early Marriage
S0586,Sneha Naik,15,male,9,government,OBC,urban,67.2,Medium,3.07,pass,no,15.70045972,no,
S1873,Rahul Singh,16,male,10,private unaided,ST,rural,88.2,Low,0.17,pass,no,16.27981387,no,
S1811,Aditya Iyer,14,male,8,private unaided,general,urban,55.1,High,2.2,fail,no,26.16951831,yes,Financial Issues
S1114,Riya Joseph,15,male,9,private unaided,OBC,urban,77.7,Medium,0.79,fail,no,28.25470384,yes,Other
S1452,Anjali Singh,14,male,8,government,general,rural,70.1,Medium,0.92,pass,no,7.353535762,no,
S0711,Ishaan Naik,16,female,10,private unaided,general,rural,81.8,Medium,1.28,pass,yes,12.49834771,no,
S1339,Kavya Patel,14,male,8,private aided,ST,rural,70.6,High,3.18,fail,no,18.51910045,yes,Early Marriage
S1214,Rahul Kumar,14,male,8,private aided,OBC,rural,77.9,Medium,2.45,pass,no,11.71447349,no,
S0277,Manish Singh,15,female,9,private unaided,SC,urban,68.6,Medium,0.69,pass,no,15.25895155,no,
S1563,Sonal Naik,14,female,8,private unaided,OBC,rural,78,Medium,14.5,pass,yes,25.39672789,yes,Migration
S1027,Anjali Naik,14,female,8,government,OBC,rural,77.6,Low,0.48,fail,no,23.45694017,yes,Other
S0190,Sneha Iyer,15,female,9,private unaided,OBC,rural,73.4,Low,3.41,pass,yes,19.83211961,yes,Lack of Interest
S0264,Karan Naik,15,female,9,government,SC,urban,63.7,High,0.64,pass,no,12.58654211,no,
S1559,Neha Singh,16,female,10,government,SC,rural,61.4,Medium,7.95,pass,yes,15.94021123,no,
S0718,Aarav Reddy,16,male,10,private aided,general,urban,56.3,Medium,1.58,pass,no,14.19053739,no,
S1578,Sneha Reddy,15,female,9,private aided,OBC,urban,59.4,Low,0.1,fail,no,27.51767902,yes,Financial Issues
S1712,Arjun Patel,14,male,8,private aided,general,urban,80.4,Medium,0.05,pass,no,7.942789947,no,
S0593,Vikram Patel,16,male,10,private aided,OBC,rural,67.2,Medium,8.22,pass,no,16.75875146,no,
S0560,Neha Reddy,15,female,9,private aided,OBC,rural,83.5,Low,2.63,pass,no,13.96707718,no,
S0177,Siddharth Joseph,16,male,10,government,OBC,rural,85.8,Low,5.31,fail,no,27.35202839,yes,Household Work
S1597,Kavya Iyer,15,female,9,private unaided,OBC,urban,74.4,High,0.99,pass,yes,19.99565086,yes,Early Marriage
S0435,Divya Reddy,16,female,10,private unaided,SC,urban,67.7,Low,0.51,fail,no,28.60289159,yes,Other
S0703,Neha Singh,14,male,8,private aided,SC,rural,82.6,Low,0.98,pass,no,10.8658757,no,
S0876,Siddharth Iyer,15,female,9,government,general,urban,93.5,Low,0.67,pass,no,14.08634482,no,
S1896,Kavya Das,15,female,9,private aided,OBC,rural,58.7,Low,2.33,pass,no,15.5941132,no,
S0993,Maya Singh,16,female,10,government,general,urban,86.4,High,3.34,pass,no,11.45304856,no,
S1450,Ishaan Gupta,15,male,9,private aided,OBC,urban,76,High,0.19,pass,yes,11.70381962,no,
S1837,Sonal Kumar,16,female,10,private unaided,SC,urban,72.1,High,1.96,pass,no,12.02717092,no,
S0556,Riya Joseph,16,female,10,private unaided,general,urban,80.5,Low,2.79,pass,no,16.58768418,no,
S1314,Ishaan Naik,15,male,9,government,ST,rural,96.5,Medium,4.74,pass,no,15.22133878,no,
S0788,Aarav Naik,15,female,9,government,SC,urban,55.6,Medium,2.31,pass,no,20.69979547,yes,Child Labour
S1462,Manish Singh,15,female,9,government,OBC,urban,89.7,Medium,2.35,fail,no,23.83647288,yes,Early Marriage
S0885,Aarav Kumar,16,male,10,private unaided,OBC,urban,67.8,High,1.41,pass,no,12.61480259,no,
S0125,Arjun Singh,14,male,8,private unaided,SC,urban,88,High,0.67,fail,yes,23.13541499,yes,Other
S1603,Aditya Patel,15,male,9,private aided,OBC,urban,97.8,Medium,1.01,pass,no,14.33070496,no,
S1254,Siddharth Kumar,14,female,8,private unaided,OBC,urban,75,Low,0.66,fail,no,26.65066068,yes,Financial Issues
S0176,Ishaan Iyer,15,male,9,private unaided,general,urban,85.2,Low,1.79,pass,no,12.09171227,no,
S0064,Arjun Naik,15,male,9,private unaided,SC,urban,79.8,Low,1.82,pass,no,17.1736898,no,
S0522,Pooja Reddy,14,male,8,private unaided,general,rural,76.8,Medium,5.44,fail,no,23.44028091,yes,Early Marriage
S0090,Kavya Das,14,male,8,private unaided,ST,rural,84.4,Medium,1.72,pass,yes,12.91198478,no,
S1226,Ishaan Reddy,14,female,8,private aided,OBC,rural,88.7,High,4.49,pass,yes,6.490592374,no,
S0702,Sneha Naik,15,male,9,private unaided,SC,rural,100,Low,0.74,fail,no,27.56488683,yes,Child Labour
S0204,Vikram Iyer,15,female,9,private unaided,ST,urban,77.8,Low,6.47,fail,no,34.21615208,yes,Lack of Interest
S0959,Ananya Patel,16,male,10,private unaided,OBC,urban,89.6,Medium,0.65,pass,no,12.86177573,no,
S1235,Sonal Kumar,14,female,8,government,general,rural,72.7,Low,6.58,pass,no,11.7173942,no,
S0235,Siddharth Singh,14,male,8,private aided,general,urban,54.4,Medium,5.26,pass,no,19.78812549,yes,Child Labour
S1708,Kavya Singh,15,female,9,private unaided,OBC,urban,69.4,Low,0.73,pass,yes,16.92996116,no,
S1931,Arjun Naik,14,female,8,private unaided,OBC,urban,78,Medium,2.62,pass,no,10.75338642,no,
S1080,Neha Gupta,16,female,10,private aided,ST,rural,70.6,Medium,0.09,pass,no,12.57952844,no,
S0159,Ishaan Gupta,15,male,9,private aided,OBC,urban,36.1,Low,0.29,fail,yes,53.8660185,yes,Child Labour
S1775,Anjali Singh,14,female,8,private unaided,ST,rural,73.7,High,1.65,pass,no,13.29117687,no,
S1833,Anjali Joseph,14,male,8,government,OBC,rural,79.4,Medium,1.4,pass,no,14.6920315,no,
S0954,Kavya Gupta,14,female,8,private unaided,OBC,urban,74.7,Medium,0.29,pass,yes,14.65523399,no,
S0289,Neha Singh,14,female,8,private aided,OBC,urban,95.2,High,2.34,pass,yes,14.11177912,no,
S1175,Sneha Naik,15,male,9,private unaided,OBC,rural,86.6,Low,13.53,pass,no,28.15334,yes,Household Work
S0818,Neha Das,15,male,9,private aided,SC,urban,64.9,Low,0.38,pass,yes,13.7859164,no,
S0308,Neha Joseph,14,male,8,private aided,general,rural,84,Medium,1.31,fail,no,17.15732299,no,
S0209,Aditya Gupta,15,female,9,government,general,rural,85.3,High,0.47,pass,no,9.505971255,no,
S1783,Arjun Sharma,15,male,9,government,OBC,rural,61.1,Medium,4.55,pass,yes,14.95493178,no,
S0403,Karan Sharma,16,female,10,government,OBC,rural,70.7,Low,4.41,pass,no,16.51011159,no,
S0223,Sneha Patel,16,female,10,private aided,OBC,urban,100,Medium,0.49,pass,yes,8.881710243,no,
S0921,Siddharth Kumar,14,female,8,private aided,OBC,urban,76.5,Medium,0.34,pass,no,13.84560575,no,
S1321,Sonal Reddy,15,male,9,government,ST,urban,74.9,Medium,0.72,pass,no,12.26598771,no,
S1272,Neha Joseph,16,female,10,government,OBC,urban,83.2,High,1.31,pass,no,12.7184805,no,
S1242,Sneha Iyer,15,male,9,government,general,rural,82.1,Low,0.88,fail,yes,20.44998766,yes,Other
S1484,Pooja Patel,16,female,10,private aided,ST,urban,92.5,Medium,2.09,pass,yes,11.33056931,no,
S1956,Sonal Naik,14,male,8,private unaided,general,rural,62.3,Low,1.77,pass,no,13.72848489,no,
S0360,Kavya Iyer,15,female,9,private aided,OBC,urban,83.7,High,3.84,pass,no,13.46411712,no,
S1414,Anjali Iyer,15,male,9,government,OBC,urban,71.6,Low,0.31,fail,no,27.27448984,yes,Other
S1016,Ananya Kumar,15,female,9,private unaided,OBC,urban,59.2,Medium,0.07,pass,no,17.08029853,no,
S0648,Aditya Naik,15,female,9,private unaided,OBC,urban,80.9,High,1.72,pass,no,13.70158319,no,
S0049,Pooja Reddy,14,male,8,private unaided,general,urban,72.4,Medium,0.79,pass,yes,16.12362419,no,
S1052,Divya Singh,16,male,10,private unaided,SC,urban,52.4,High,0.07,fail,no,29.30464784,yes,Lack of Interest
S0713,Ishaan Kumar,14,female,8,private unaided,SC,urban,68,Low,0.39,pass,no,15.96579412,no,
S1573,Riya Naik,15,male,9,private unaided,general,urban,74.3,Medium,0.49,pass,yes,13.3965415,no,
S0314,Divya Kumar,15,female,9,private aided,general,urban,55.1,Low,0.98,pass,no,24.02523454,yes,Child Labour
S1320,Siddharth Iyer,15,female,9,government,SC,urban,84.3,Low,1.24,fail,no,25.85973617,yes,Early Marriage
S1377,Rahul Sharma,16,female,10,government,OBC,rural,88.5,Medium,0.84,pass,no,14.74709424,no,
S0604,Ananya Naik,16,female,10,private unaided,general,urban,93.9,Medium,0.7,fail,no,20.91517859,yes,Lack of Interest
S1222,Manish Kumar,14,male,8,private aided,OBC,urban,67.6,Medium,0.23,pass,no,13.05325965,no,
S0882,Ananya Singh,14,male,8,private aided,SC,urban,68.6,Low,0.99,pass,no,14.53572768,no,
S0109,Siddharth Sharma,14,male,8,private aided,general,urban,82.5,Medium,0.49,pass,no,10.59069712,no,
S1434,Sonal Naik,14,female,8,government,general,urban,71.5,Low,0,pass,yes,12.68873961,no,
S1162,Maya Patel,14,male,8,private unaided,general,urban,88.5,Medium,1.07,pass,no,12.11621384,no,
S1257,Ishaan Kumar,16,male,10,private aided,OBC,rural,69.4,Medium,2.24,pass,no,13.90697671,no,
S0895,Maya Sharma,14,male,8,private unaided,OBC,urban,45.9,Low,0.64,fail,no,42.61548916,yes,Lack of Interest
S1059,Riya Joseph,14,male,8,private aided,OBC,rural,91.7,Low,6.91,pass,no,19.77989001,yes,Lack of Interest
S0501,Arjun Iyer,14,female,8,government,OBC,rural,67.6,Low,8.78,pass,yes,16.97860936,no,
S0157,Riya Patel,15,male,9,private unaided,SC,urban,80.3,Low,0.96,fail,no,23.35418095,yes,Financial Issues
S0102,Priya Singh,15,male,9,private aided,general,rural,80,Low,3.36,pass,no,15.79428059,no,
S1163,Anjali Gupta,15,male,9,private unaided,OBC,urban,71.1,High,2.74,pass,no,20.67074399,yes,Child Labour
S1454,Neha Iyer,16,male,10,government,OBC,urban,72.2,Low,1.06,pass,yes,15.66154964,no,
S0865,Aarav Reddy,14,female,8,private unaided,SC,rural,83.4,Medium,6.22,pass,no,15.58030114,no,
S1727,Vikram Singh,15,male,9,private aided,SC,urban,60.6,Medium,0.26,pass,no,11.52383747,no,
S0804,Priya Naik,15,male,9,private unaided,SC,urban,81.4,Medium,0.16,pass,yes,14.09786365,no,
S1244,Anjali Naik,14,male,8,government,OBC,urban,80.5,Low,1.35,fail,no,19.66125649,yes,Lack of Interest
S1953,Pooja Joseph,15,male,9,government,OBC,urban,69.5,Low,0.28,pass,yes,13.91555994,no,
S0530,Kavya Das,14,male,8,private unaided,SC,urban,93.9,Low,0.63,pass,yes,11.1047189,no,
S0249,Rahul Naik,15,male,9,private unaided,general,rural,99.7,High,8.37,pass,yes,14.43743462,no,
S0807,Ananya Iyer,16,male,10,private unaided,general,urban,87,Low,1.47,pass,no,15.34680714,no,
S1824,Priya Singh,14,female,8,government,OBC,urban,59.9,Low,0.08,fail,no,19.01913509,yes,Early Marriage
